gift_certificate_id,order_id,price,quantity
4424,943,59119820,10
2511,536,32101366,1
1281,147,100331,9
1808,615,79385826,7
4315,25,20870829,13
3522,225,65330952,2
2694,695,56888516,14
1216,379,16613151,8
4057,120,80117281,7
7982,856,71641432,12
9188,42,49162589,9
1919,404,77619904,11
3830,756,82359423,10
8181,352,13003494,4
2899,449,39957318,8
9672,329,93235918,11
9809,476,20413898,1
8136,305,64972021,9
3086,368,97164188,5
7333,44,95085396,13
9185,844,60954764,6
5550,508,70737860,1
9894,584,19948237,5
4572,160,87395285,9
1095,742,62877396,11
2001,715,91079289,2
1065,249,34980585,7
3804,819,48419826,4
4977,534,63767782,2
7189,567,19445439,7
7681,151,7186394,4
1050,300,11753833,3
4936,381,20083348,14
4148,235,66507952,3
9337,531,25883872,5
1580,257,67331458,3
995,953,85201936,13
5225,751,87134348,8
5477,156,94818837,1
6430,681,97350587,12
1314,202,95697012,14
6189,493,83150066,4
8693,434,18901173,3
3082,888,31529422,8
4771,902,13042709,3
4480,195,62595664,11
5100,658,44340103,4
2864,615,56068251,4
5575,452,17481667,14
2999,674,55083277,9
1217,589,5341579,2
5622,683,23424419,10
8402,437,57247202,11
5504,821,35844534,14
5754,215,48904768,14
497,572,97678048,4
8733,936,63035445,12
7135,359,21147731,12
3513,524,3016012,13
1414,537,18012646,12
4242,784,41899724,12
430,819,70236850,11
940,239,38114554,2
1853,590,55672942,8
6121,799,21520608,9
531,379,94590533,7
2254,769,38957934,1
7915,499,79519498,1
345,662,53635269,4
1533,128,21088555,1
2338,894,76187760,7
9775,127,61763252,11
9672,481,24701636,5
3223,554,77347094,1
8381,937,62408395,4
4302,676,94434172,9
4431,343,5073928,8
540,291,39617998,7
5886,162,39221980,3
6165,471,50393351,2
1520,628,5914633,5
2523,453,71570894,7
8890,491,42759113,4
5032,937,62327468,8
9501,168,3216584,9
756,95,70699502,10
846,762,75317623,3
1619,615,42916954,6
4335,525,12141079,12
6168,633,34231058,14
6275,570,63371330,8
8634,181,98158801,10
5384,834,20845201,7
4385,869,2363423,1
9216,383,22623209,7
7002,555,31853836,4
615,61,78223517,14
8161,821,94109998,5
8249,43,692684,8
4612,144,81278631,13
7806,102,62210531,5
4064,979,92891439,8
5013,65,88000449,4
4073,852,28950467,2
2518,360,50188449,12
3982,4,83506365,11
8932,891,62433858,6
8626,518,59589860,11
5701,322,70947498,9
9330,991,86772518,2
1313,219,47697483,11
9416,707,90927076,14
7529,934,25338010,2
6418,10,50597901,11
2670,905,43430389,8
3556,533,70140791,14
4684,102,66376865,2
1428,691,13924671,4
4918,420,67203084,3
5263,84,77512232,3
9825,651,64307806,13
2651,494,13619970,8
8161,932,33120856,1
5567,353,72604309,9
5168,494,28332927,12
435,824,82999922,1
7953,992,60977966,4
3375,326,25097971,3
1302,249,53197633,10
8898,773,71777187,14
9658,104,26913919,3
3601,112,70409463,2
6942,74,66312928,1
7999,935,14257084,3
8216,581,13261726,4
8845,914,22314837,7
6812,148,89752883,5
8212,23,70858501,11
7763,309,87377062,14
5549,619,70150161,10
2885,471,52720664,4
6629,219,38368153,3
1058,374,88233967,5
6408,445,8965152,1
8800,779,52939526,3
2140,396,31749445,10
3651,919,25585532,7
618,203,60366733,3
8799,449,98400120,6
3875,959,82716769,7
7638,703,20269681,7
1398,400,10259234,5
2196,822,6029228,11
901,489,46987832,13
1536,855,89875592,11
9629,892,13295955,13
7697,680,42839880,3
4613,676,66357885,13
9519,67,44870622,8
1930,869,53239323,14
8171,924,27127195,4
1420,828,11215350,6
9788,92,25979351,8
606,84,49949688,13
5699,299,67801734,7
9718,910,86979611,8
1591,140,82392311,1
403,958,69982432,4
3227,933,92602930,1
6216,893,76145871,14
5680,38,21316965,6
4165,131,86010499,13
5675,578,94127784,13
1917,73,99298676,13
550,728,7999187,1
40,90,35080351,1
3914,975,20982092,2
1580,461,24937681,10
5378,736,89159513,14
6974,500,12681876,1
2795,956,45555861,7
175,806,9217220,4
9409,20,98315143,13
8139,759,93798653,7
6866,193,97871888,7
9212,733,70993567,2
3284,266,35593652,7
1812,59,20922387,8
6012,52,72285877,1
6335,888,270309,9
8837,959,18570040,2
4782,356,86209752,11
7981,413,24789259,8
5210,686,10670484,8
2461,350,13416036,11
4502,636,6867347,13
8102,428,29243970,11
363,890,84534901,12
1903,394,55680551,14
5478,571,62791645,14
4032,577,65747604,11
8106,705,3428531,13
9453,177,80181690,4
7541,251,13511924,4
8912,303,32832856,1
634,101,74247451,13
5673,450,31404306,2
1295,146,99828435,10
7215,162,34897111,13
9790,300,7179054,2
3936,378,81658280,13
883,561,4413066,14
2583,310,7004895,4
2431,578,90926163,5
8347,749,20115310,6
3908,906,78543872,12
1786,128,56260152,9
9015,262,26807326,9
2315,223,65674090,10
2837,883,81976933,1
4055,374,86922153,12
754,754,43161468,3
2523,46,3817148,4
991,711,71451983,7
5921,17,68089393,14
9986,452,3820498,14
416,479,1299486,1
9208,224,1935051,14
9296,195,95551933,1
376,965,72459893,6
6955,419,34024960,12
2240,39,49208621,8
5085,170,9369292,4
2022,858,748668,14
3361,873,77826719,9
7408,412,22309127,1
267,87,29999079,13
7552,698,44933899,9
2921,256,26562073,9
1114,183,77211235,1
9868,492,51162101,11
1298,752,74954197,1
1876,2,68049146,3
1874,129,68391952,4
1956,312,82893687,2
7384,588,76545023,12
7205,467,97491622,14
5930,428,84260949,3
1010,775,60953136,4
8999,472,89905893,4
3369,229,71643391,11
175,285,43914692,3
5722,981,38438555,12
3537,634,26472671,6
7268,701,3041030,10
7774,803,47802548,11
1590,527,6345340,6
5187,435,38408237,11
4124,555,80062633,8
8716,12,79302816,7
281,811,37374497,9
432,43,79975036,7
5104,211,52169002,3
4417,237,49680659,8
7509,956,59468257,7
2215,27,64516457,2
5975,661,38756019,12
8339,755,52708722,11
9081,595,63451960,14
4298,866,71688917,2
7273,597,90183258,5
9137,186,28172004,3
579,267,75854232,13
4171,303,21418037,1
1659,237,1383313,6
6551,1,63248382,11
6837,806,29069747,12
6020,530,10357400,13
2395,478,76311882,9
1251,337,22314662,6
3792,212,74115346,8
9967,612,29794958,9
3806,633,80048239,3
8528,335,46114279,11
9645,147,62421501,2
8946,435,57390613,8
1637,874,67574433,14
5395,590,87604566,12
138,601,297626,7
2596,66,75842248,2
5087,685,46636038,14
7299,910,3147376,13
173,37,65986969,14
7130,116,51765902,14
6378,214,40301006,2
9360,359,6599665,12
7573,971,17916731,4
3317,18,46699135,13
3883,552,59837704,3
9684,605,79751270,4
8428,771,92144630,8
9298,897,11560272,13
840,59,80566339,1
6628,636,13578395,3
6192,675,21124126,11
7315,780,57310969,14
5696,761,59011925,3
5177,308,97604776,1
4162,150,27967182,3
4378,563,86094638,13
8562,282,16731749,4
2121,421,23596525,11
4166,449,59016796,5
3941,40,52152129,1
1978,921,93338211,3
3076,954,37996597,11
825,773,62968053,8
3563,970,71164449,1
8145,352,90186646,7
6129,300,78753407,3
5251,837,74412808,1
7181,683,63837251,6
6285,217,96735400,8
6297,692,55215298,13
9015,392,19072426,7
7914,723,39601351,7
7373,534,47830356,1
1376,72,44962622,13
1344,785,64362201,7
2108,311,5753832,6
1349,253,88432083,2
33,196,42648773,2
7994,1,54846167,4
1092,349,35700377,12
4418,298,33148212,3
2049,596,23923483,8
7675,70,38156910,12
486,83,69054768,9
3342,791,30399396,8
8388,257,44268149,8
1076,356,24313078,2
5231,229,78870630,11
4279,841,2792582,13
9797,873,19444494,8
137,328,37167314,14
8141,582,7385461,11
3100,958,88711346,5
448,818,96313206,3
8555,790,7658152,12
3527,103,3388424,8
2808,596,41679422,3
545,778,61062416,7
5970,765,52487241,8
8851,509,72740320,8
2821,526,82701414,8
3413,471,74092542,9
8785,843,5709939,3
7968,346,18628292,13
2935,832,65305631,4
1650,867,66246747,8
3475,426,72080097,4
2936,452,29978728,5
626,551,56692173,12
2752,469,19785850,12
8550,807,32840363,3
7208,421,66384152,4
5787,613,21798773,1
8558,509,36080368,6
8637,295,21744281,13
7501,461,31587999,6
5432,710,12727779,4
7785,360,63622480,12
6347,843,36322795,6
5385,451,81119301,13
7625,469,70099529,10
2337,247,49081042,8
1900,152,96286149,14
2515,283,5968777,6
4914,901,66835409,1
2936,418,47293634,4
9772,394,41792547,1
1460,4,87656229,6
4838,291,15227489,4
7602,636,19318499,5
2197,574,5602837,9
3969,656,57304833,5
7835,969,86619943,9
7825,801,63311740,5
9963,482,70295059,12
8292,478,40739977,3
2753,550,49646588,14
1308,779,63357608,12
7083,372,79071765,11
3618,846,82212077,5
8204,67,22903082,3
1370,240,63018280,10
6576,807,28445438,4
9327,353,46677114,11
1666,869,35148096,12
1596,612,22094938,1
3359,11,92862333,6
101,913,98300044,3
6599,382,1983897,11
2492,231,4988863,1
9199,813,30307298,5
4944,356,92295261,5
9055,50,55308757,7
4947,975,16171293,3
8453,225,84065026,2
3110,220,67286797,11
8245,135,61832531,8
3331,704,49223257,14
8193,316,92684747,5
3093,897,51028063,14
876,573,50466892,14
3604,490,65545621,10
2200,811,91771025,1
3903,923,72473523,10
1407,559,49873541,6
7370,372,2229527,3
5570,617,67330785,3
486,815,89882294,14
7140,860,3896159,11
7153,712,38374958,5
4788,933,33103759,8
7860,467,54540515,13
5911,227,20538154,11
3990,151,24345447,11
5509,303,40375771,11
8171,477,63602533,6
9129,970,31079700,8
8844,987,98469797,7
1752,165,88130368,12
409,501,41574361,2
721,777,58786161,12
6103,149,54860031,8
6167,324,18682052,6
3083,641,51700019,1
2978,926,60840600,12
1566,16,1144641,9
2422,777,57516999,4
2689,440,67475122,1
8871,314,67092814,1
8886,814,79399598,11
4215,747,91338133,8
8001,572,12027786,8
6476,879,50547901,2
8925,600,93310171,1
7659,983,57945889,12
5733,314,29506144,3
6486,137,52528508,14
9698,477,11361854,7
1328,844,39439535,6
1020,450,80388581,10
6565,41,58670125,6
9347,561,15743529,5
3810,614,27370127,13
2350,960,19113758,2
4518,737,91251010,10
470,126,56452777,3
7654,23,98141565,1
2055,523,95477714,5
1799,909,17698675,8
7275,905,24176805,2
9794,238,61324652,5
2037,209,24844476,3
6528,287,95786475,6
5378,141,62288212,8
4763,416,62444035,13
5792,109,8188686,13
6594,958,72496283,5
7835,658,37971331,8
4951,824,68391970,12
5128,209,96669176,8
7736,809,39577642,13
5655,590,77779516,1
2867,646,5627238,5
2808,329,50879302,13
1561,755,69621096,4
4838,923,38874931,14
9074,411,86993591,10
4566,814,1766442,4
4497,68,13897004,11
7130,164,29201991,1
1803,685,3867095,2
6023,69,26581639,3
3158,813,65293701,11
5127,721,7287337,12
4204,402,1088956,3
7198,65,58272346,7
6288,789,86147952,3
1902,739,15749761,14
4637,626,6527833,12
8844,252,39187464,12
1455,704,39757540,10
1610,261,75470467,11
9949,289,34960048,5
1527,138,34992435,2
1029,566,50813327,12
2071,53,97580642,9
6558,660,29346681,13
6558,275,96616072,3
97,172,883512,1
6669,939,31191953,6
342,133,21808394,13
3892,846,83980542,5
2766,949,69529442,5
7436,578,63181138,2
7281,820,98742581,8
9670,868,7269470,11
3223,181,30180850,14
1289,334,44887838,3
2539,140,77924943,2
8347,74,18779163,12
8206,967,60959669,10
5794,647,42502350,7
5402,916,28767827,12
9520,811,40124577,3
603,498,57954238,3
5442,859,19702272,14
5006,532,6466602,9
7992,558,25789668,10
6328,178,67985734,14
2590,366,14081622,10
7559,870,44047485,3
465,602,21142597,7
7385,613,1390628,5
4945,979,26567460,14
7705,667,20576379,1
5829,821,63207403,14
6583,633,21347834,11
1316,402,90672271,10
3571,904,45230681,10
4187,984,89606466,13
3204,622,86524195,3
5438,921,15963425,10
9118,718,22900947,9
1606,94,9173863,14
2385,458,55439183,6
3891,437,31090407,5
7068,320,97981964,9
5273,592,54285363,12
7710,308,72712080,14
9559,447,43876189,11
4739,560,86255992,6
1727,315,53335291,4
8131,518,43516423,14
4299,483,50893085,13
3113,528,47872665,4
9412,570,12600197,5
1755,443,82077096,12
3662,131,97874661,12
192,817,93893839,12
5744,897,16414839,6
7866,716,77644912,1
1569,582,35626590,5
7988,843,64945044,6
9677,215,79607445,13
4342,543,23772357,11
4941,680,89763767,10
5388,643,94152552,9
5443,680,30903977,6
3643,87,43713228,4
7936,117,16298484,9
866,533,5402588,8
4816,551,82424296,12
211,36,39466414,1
6599,434,89783581,2
8184,95,47081764,8
6406,743,74358155,2
5346,236,6334299,13
7778,571,11030485,5
3797,644,64334987,14
6265,375,20058866,14
8189,138,59178564,8
2854,278,75364425,14
1890,331,40677263,10
6455,649,95273395,5
7893,935,98785160,4
4878,943,2634092,7
9247,77,65199073,1
7909,936,47961555,7
8937,483,69477892,8
1517,235,83336771,4
4822,134,69207008,7
1642,411,67236112,11
6916,300,17186458,10
3873,954,49985696,13
1110,142,58447068,3
6253,738,13908622,4
8514,963,80556365,3
9545,449,19144466,8
1019,730,76350278,5
2512,579,28600162,8
4044,921,32395513,7
7647,788,5593439,14
9832,819,39230011,1
6499,625,63196135,11
9942,440,59543997,3
6054,510,77593843,4
1088,617,58932463,10
1914,146,62449674,8
8556,71,80418084,10
4141,648,48753003,1
9076,866,17910430,2
572,182,90508226,7
986,20,36020020,12
9840,86,90826161,13
1456,82,38185260,3
1991,399,74745877,12
1946,860,15435493,9
8206,928,33004975,5
9522,532,29300207,11
3309,640,18504707,13
7118,113,55816320,3
7852,813,54743020,11
1625,909,55817578,5
2666,340,86395262,8
1193,341,94079256,3
271,326,65655560,3
6893,15,85915911,7
7924,170,56357131,8
8967,455,43607531,2
8410,575,5270598,6
3134,384,41666040,13
3700,997,7926163,9
6685,784,61946498,14
6997,988,90028145,6
4556,388,48272189,11
9539,96,97785092,14
3462,54,43561973,12
9035,777,66740313,8
2885,559,88295593,10
9092,745,80042033,10
9351,247,78316263,1
5501,574,80532637,13
5542,51,63124837,7
928,282,42758214,4
4063,424,56468365,5
5621,267,70901932,13
1172,76,70115765,2
1058,258,47659371,10
5873,791,83572781,10
3127,970,44289542,11
2478,528,25788679,12
1459,214,45112360,1
1317,665,23672867,7
1811,484,12949914,10
5375,891,89063838,7
8727,665,80225151,5
5736,921,86594744,5
4462,720,90495291,7
9808,792,6912041,1
93,855,74557062,13
6245,694,877335,7
206,991,52889918,2
6616,168,16982461,6
794,968,89950689,9
7253,961,27975780,4
3482,150,56047834,6
7604,800,50476851,6
4144,95,65864780,10
1462,987,84992798,3
6561,362,27633219,9
3924,762,63995074,4
5504,484,35682489,1
8929,486,30911990,1
5759,521,55486508,7
1341,597,67996652,4
4863,141,68939531,8
5091,488,27467353,2
1186,721,92683384,6
6846,697,83207482,9
5096,282,86109490,4
4437,492,49567913,13
7859,610,10600470,9
4327,375,4417059,1
6819,57,9634404,4
728,74,76920355,1
2094,265,89381307,3
5594,945,36365216,13
6890,968,96537491,12
7362,404,77638015,14
6446,761,78071560,13
3819,649,65908009,11
6771,868,68159381,9
6008,580,51328455,7
5129,798,6692073,3
5986,324,36883800,12
2467,228,93613162,7
4096,193,32260316,4
2799,103,60750400,5
2926,870,68053729,8
6059,151,49451791,10
2641,735,27790969,2
4555,529,33900556,14
3367,598,39521984,5
3924,940,65210971,3
7134,195,33398357,7
5454,403,34849641,7
9724,202,14363391,9
1181,507,57272620,7
8295,677,57624262,8
9493,827,835383,13
8532,385,94155334,10
7073,287,91920835,5
2183,526,84645017,6
8162,10,14589546,13
3868,779,13660118,4
3855,696,81946362,12
250,946,49104989,11
3642,141,20528412,13
1869,454,63163508,3
4618,666,79101023,10
2825,791,42423239,9
6606,162,63210743,12
5316,715,12465384,3
6905,754,49497953,3
5656,112,65718388,11
7958,205,98797977,2
3206,960,22392760,6
3780,985,39893259,11
9885,451,97130756,9
2723,228,16905632,13
3148,671,18323306,10
161,36,19584441,7
9585,475,59481415,5
92,31,88964168,2
8034,347,27160526,10
9380,270,44187406,8
3166,404,18116957,4
7832,901,88450442,5
9428,794,44569796,2
212,339,6157695,4
7643,791,40420694,13
3907,50,71131005,14
5614,893,79056018,13
9556,469,92497771,1
2293,637,33205793,9
8543,956,64907554,1
5904,257,40704189,4
5849,765,5702178,7
2851,986,93620666,3
8651,539,15542382,4
6929,223,67796433,13
1104,958,38267505,7
8691,400,89541845,6
73,450,43073173,12
1426,347,31275603,2
6420,496,37315723,12
8361,327,64057704,14
5324,778,18022543,10
4817,65,91893358,9
2785,759,94720701,9
8738,932,34579068,3
8695,673,45689709,12
5558,129,386232,8
2260,22,62554171,3
8500,881,5393307,11
3183,414,94190097,2
2201,205,90231160,14
5308,799,52936251,6
3994,681,26038470,10
1506,189,92699731,3
8695,805,41333947,6
7747,662,46456226,7
4390,722,78122431,6
7051,164,31319549,7
9908,255,96446330,10
7707,514,30448566,11
5990,620,11913651,8
7608,916,4601727,10
9544,890,91447507,8
3,538,31592113,8
7403,442,50379257,12
183,133,67846976,4
3681,800,71836230,13
2242,263,39242482,5
5008,657,80498937,3
5425,919,69963412,8
6763,120,44256424,12
2488,800,46006314,7
9392,406,92433634,5
104,496,73797169,7
9418,883,17666587,14
1980,151,43724480,10
4984,559,1223500,5
